"locationid","latitude","longitude","CSUMPRE","CSUMPET","CPOVRPR","CSUMGDD1","CAvgMinT","CAvgMaxT","LTNSUMP","LTNSPET","LTNASPO","LTAvgMnT","LTAvgMxT","DFLTSUM","DFLTMinT","DFLTMaxT","DFLTPVP","shapewkt"
10320520,3.458,36.958,0.125,134.927,0.001,531.365,23.103,32.346,7.295,162.539,0.045,23.297,31.781,-7.17,-0.194,0.565,-0.044,"POLYGON ((36.916665798999958 3.4166664269999885, 36.999999131999957 3.4166664269999885, 36.999999131999957 3.4999997599999886, 36.916665798999958 3.4999997599999886, 36.916665798999958 3.4166664269999885))"
10320530,3.625,36.625,7.6,131.475,0.058,490.335,21.453,31.236,13.272,162.366,0.08,21.751,30.768,-5.672,-0.299,0.468,-0.022,"POLYGON ((36.583332466999963 3.583333092999986, 36.666665799999961 3.583333092999986, 36.666665799999961 3.6666664259999862, 36.583332466999963 3.6666664259999862, 36.583332466999963 3.583333092999986))"
10320532,2.125,39.792,0,160.49,0,534.82,23.335,32.298,0.057,176.121,0,23.824,32.245,-0.057,-0.488,0.053,0,"POLYGON ((39.749999120999945 2.0833330989999865, 39.833332453999944 2.0833330989999865, 39.833332453999944 2.1666664319999867, 39.749999120999945 2.1666664319999867, 39.749999120999945 2.0833330989999865))"
10320693,0.542,39.958,0,152.831,0,534.755,24.023,31.577,0.641,173.505,0.005,23.722,32.035,-0.641,0.301,-0.458,-0.005,"POLYGON ((39.916665786999943 0.49999977199998824, 39.999999119999941 0.49999977199998824, 39.999999119999941 0.58333310499998825, 39.916665786999943 0.58333310499998825, 39.916665786999943 0.49999977199998824))"
10320694,0.875,39.625,0,154.359,0,534.465,23.798,31.806,0.072,173.937,0.001,23.602,31.958,-0.072,0.196,-0.152,-0.001,"POLYGON ((39.583332454999947 0.8333331039999905, 39.666665787999946 0.8333331039999905, 39.666665787999946 0.91666643699999051, 39.583332454999947 0.91666643699999051, 39.583332454999947 0.8333331039999905))"
10320852,0.875,36.958,21.175,117.218,0.181,344.5,16.603,26.363,10.191,131.417,0.08,16.548,26.294,10.984,0.055,0.069,0.101,"POLYGON ((36.916665798999958 0.8333331039999905, 36.999999131999957 0.8333331039999905, 36.999999131999957 0.91666643699999051, 36.916665798999958 0.91666643699999051, 36.916665798999958 0.8333331039999905))"
10321154,3.458,38.458,0.125,146.069,0.001,493.385,21.876,31.016,2.818,159.712,0.015,22.57,30.729,-2.693,-0.693,0.287,-0.014,"POLYGON ((38.416665792999964 3.4166664269999885, 38.499999125999963 3.4166664269999885, 38.499999125999963 3.4999997599999886, 38.416665792999964 3.4999997599999886, 38.416665792999964 3.4166664269999885))"
10321202,1.875,38.208,0,143.923,0,519.575,22.93,31.719,0.366,165.818,0.003,22.929,30.937,-0.366,0.001,0.782,-0.003,"POLYGON ((38.166665793999954 1.8333330999999902, 38.249999126999953 1.8333330999999902, 38.249999126999953 1.91666643299999, 38.166665793999954 1.91666643299999, 38.166665793999954 1.8333330999999902))"
10321240,0.208,38.458,0,126.871,0,466.855,21.683,29.441,0.045,150.96,0,21.117,29.733,-0.045,0.566,-0.292,0,"POLYGON ((38.416665792999964 0.16666643999998598, 38.499999125999963 0.16666643999998598, 38.499999125999963 0.24999977299998596, 38.416665792999964 0.24999977299998596, 38.416665792999964 0.16666643999998598))"
10321303,0.708,36.958,29.5,115.453,0.256,322.945,15.855,25.675,18.807,130.001,0.144,15.811,25.73,10.693,0.044,-0.055,0.111,"POLYGON ((36.916665798999958 0.66666643799998582, 36.999999131999957 0.66666643799998582, 36.999999131999957 0.74999977099998583, 36.916665798999958 0.74999977099998583, 36.916665798999958 0.66666643799998582))"
10321304,2.042,39.208,0,156.921,0,531.67,23.269,32.184,0.061,172.882,0,23.579,31.794,-0.061,-0.309,0.39,0,"POLYGON ((39.166665789999939 1.9999997659999877, 39.249999122999938 1.9999997659999877, 39.249999122999938 2.0833330989999879, 39.166665789999939 2.0833330989999879, 39.166665789999939 1.9999997659999877))"
